"Dist Code","Year","State Code","State Name","Dist Name","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)"
"1","1966","14","Chhattisgarh","Durg","44.0","20.0","454.55"
"1","1967","14","Chhattisgarh","Durg","50.0","26.0","520.0"
"1","1968","14","Chhattisgarh","Durg","53.7","30.0","558.66"
"1","1969","14","Chhattisgarh","Durg","49.4","26.5","536.44"
"1","1970","14","Chhattisgarh","Durg","44.2","29.0","656.11"
"1","1971","14","Chhattisgarh","Durg","44.4","25.8","581.08"
"1","1972","14","Chhattisgarh","Durg","39.6","20.6","520.2"
"1","1973","14","Chhattisgarh","Durg","37.3","18.6","498.66"
"1","1974","14","Chhattisgarh","Durg","36.5","22.4","613.7"
"1","1975","14","Chhattisgarh","Durg","49.2","27.8","565.04"
"1","1976","14","Chhattisgarh","Durg","46.9","10.0","213.22"
"1","1977","14","Chhattisgarh","Durg","53.1","27.1","510.36"
"1","1978","14","Chhattisgarh","Durg","48.7","25.6","525.67"
"1","1979","14","Chhattisgarh","Durg","44.6","17.8","399.1"
"1","1980","14","Chhattisgarh","Durg","44.1","33.6","761.9"
"1","1981","14","Chhattisgarh","Durg","41.5","23.6","568.67"
"1","1982","14","Chhattisgarh","Durg","41.1","23.9","581.51"
"1","1983","14","Chhattisgarh","Durg","39.9","20.6","516.29"
"1","1984","14","Chhattisgarh","Durg","40.5","19.9","491.36"
"1","1985","14","Chhattisgarh","Durg","39.4","21.0","532.99"
"1","1986","14","Chhattisgarh","Durg","37.0","24.0","648.65"
"1","1987","14","Chhattisgarh","Durg","43.0","23.0","534.88"
"1","1988","14","Chhattisgarh","Durg","43.7","20.2","462.24"
"1","1989","14","Chhattisgarh","Durg","43.8","22.7","518.26"
"1","1990","14","Chhattisgarh","Durg","36.2","24.8","685.08"
"1","1991","14","Chhattisgarh","Durg","34.8","21.6","620.69"
"1","1992","14","Chhattisgarh","Durg","56.1","20.5","365.42"
"1","1993","14","Chhattisgarh","Durg","33.8","23.8","704.14"
"1","1994","14","Chhattisgarh","Durg","36.5","29.4","805.48"
"1","1995","14","Chhattisgarh","Durg","37.1","26.5","714.29"
"1","1996","14","Chhattisgarh","Durg","36.2","29.1","803.87"
"1","1997","14","Chhattisgarh","Durg","35.6","18.3","514.04"
"1","1998","14","Chhattisgarh","Durg","39.96","24.84","621.62"
"1","1999","14","Chhattisgarh","Durg","0.0","0.0","0.0"
"1","2000","14","Chhattisgarh","Durg","29.9","17.59","588.19"
"1","2001","14","Chhattisgarh","Durg","34.33","24.11","702.43"
"1","2002","14","Chhattisgarh","Durg","33.25","25.09","754.44"
"1","2003","14","Chhattisgarh","Durg","37.99","29.58","778.78"
"1","2004","14","Chhattisgarh","Durg","36.43","23.19","636.48"
"1","2005","14","Chhattisgarh","Durg","36.43","23.19","636.48"
"1","2006","14","Chhattisgarh","Durg","36.81","26.62","723.16"
"1","2007","14","Chhattisgarh","Durg","37.32","34.38","921.03"
"1","2008","14","Chhattisgarh","Durg","36.46","31.19","855.47"
"1","2009","14","Chhattisgarh","Durg","42.44","38.12","898.09"
"1","2010","14","Chhattisgarh","Durg","46.12","45.87","994.69"
"1","2011","14","Chhattisgarh","Durg","44.98","50.19","1115.68"
"1","2012","14","Chhattisgarh","Durg","43.87","47.69","1087.1"
"1","2013","14","Chhattisgarh","Durg","41.54","43.33","1043.06"
"1","2014","14","Chhattisgarh","Durg","44.25","50.96","1151.49"
"1","2015","14","Chhattisgarh","Durg","48.72","54.6","1120.74"
"1","2016","14","Chhattisgarh","Durg","48.94","61.84","1263.55"
"1","2017","14","Chhattisgarh","Durg","43.5","50.19","1153.77"
"2","1966","14","Chhattisgarh","Bastar","2.0","1.0","500.0"
"2","1967","14","Chhattisgarh","Bastar","2.0","1.0","500.0"
"2","1968","14","Chhattisgarh","Bastar","2.3","1.0","434.78"
"2","1969","14","Chhattisgarh","Bastar","2.3","1.5","652.17"
"2","1970","14","Chhattisgarh","Bastar","2.4","1.9","791.67"
"2","1971","14","Chhattisgarh","Bastar","2.5","1.5","600.0"
"2","1972","14","Chhattisgarh","Bastar","2.7","1.7","629.63"
"2","1973","14","Chhattisgarh","Bastar","2.6","1.9","730.77"
"2","1974","14","Chhattisgarh","Bastar","2.4","2.0","833.33"
"2","1975","14","Chhattisgarh","Bastar","3.7","2.9","783.78"
"2","1976","14","Chhattisgarh","Bastar","3.3","2.2","666.67"
"2","1977","14","Chhattisgarh","Bastar","3.3","2.6","787.88"
"2","1978","14","Chhattisgarh","Bastar","3.0","2.8","933.33"
"2","1979","14","Chhattisgarh","Bastar","3.0","2.4","800.0"
"2","1980","14","Chhattisgarh","Bastar","2.9","3.1","1068.97"
"2","1981","14","Chhattisgarh","Bastar","3.0","3.3","1100.0"
"2","1982","14","Chhattisgarh","Bastar","3.2","3.9","1218.75"
"2","1983","14","Chhattisgarh","Bastar","2.9","2.7","931.03"
"2","1984","14","Chhattisgarh","Bastar","2.8","3.0","1071.43"
"2","1985","14","Chhattisgarh","Bastar","2.6","2.6","1000.0"
"2","1986","14","Chhattisgarh","Bastar","3.0","3.0","1000.0"
"2","1987","14","Chhattisgarh","Bastar","3.0","2.0","666.67"
"2","1988","14","Chhattisgarh","Bastar","2.8","3.0","1071.43"
"2","1989","14","Chhattisgarh","Bastar","2.6","2.7","1038.46"
"2","1990","14","Chhattisgarh","Bastar","2.0","2.4","1200.0"
"2","1991","14","Chhattisgarh","Bastar","2.2","3.0","1363.64"
"2","1992","14","Chhattisgarh","Bastar","1.6","2.0","1250.0"
"2","1993","14","Chhattisgarh","Bastar","1.8","2.6","1444.44"
"2","1994","14","Chhattisgarh","Bastar","1.6","2.4","1500.0"
"2","1995","14","Chhattisgarh","Bastar","1.6","2.5","1562.5"
"2","1996","14","Chhattisgarh","Bastar","2.0","3.3","1650.0"
"2","1997","14","Chhattisgarh","Bastar","1.4","2.2","1571.43"
"2","1998","14","Chhattisgarh","Bastar","2.4","3.8","1583.33"
"2","1999","14","Chhattisgarh","Bastar","0.0","0.0","0.0"
"2","2000","14","Chhattisgarh","Bastar","1.7","2.75","1617.65"
"2","2001","14","Chhattisgarh","Bastar","2.5","3.88","1552.0"
"2","2002","14","Chhattisgarh","Bastar","2.09","3.76","1799.04"
"2","2003","14","Chhattisgarh","Bastar","2.42","3.83","1582.64"
"2","2004","14","Chhattisgarh","Bastar","2.17","3.21","1479.26"
"2","2005","14","Chhattisgarh","Bastar","2.17","3.21","1479.26"
"2","2006","14","Chhattisgarh","Bastar","1.92","3.2","1666.67"
"2","2007","14","Chhattisgarh","Bastar","1.68","3.31","1970.24"
"2","2008","14","Chhattisgarh","Bastar","1.71","2.6","1520.47"
"2","2009","14","Chhattisgarh","Bastar","1.64","2.95","1798.78"
"2","2010","14","Chhattisgarh","Bastar","1.6","3.2","2000.0"
"2","2011","14","Chhattisgarh","Bastar","1.33","2.49","1872.18"
"2","2012","14","Chhattisgarh","Bastar","1.25","2.47","1976.0"
"2","2013","14","Chhattisgarh","Bastar","0.97","1.75","1804.12"
"2","2014","14","Chhattisgarh","Bastar","0.81","1.86","2296.3"
"2","2015","14","Chhattisgarh","Bastar","0.84","1.75","2083.33"
"2","2016","14","Chhattisgarh","Bastar","0.67","1.53","2265.58"
"2","2017","14","Chhattisgarh","Bastar","1.24","2.22","1783.13"
"3","1966","14","Chhattisgarh","Raipur","6.0","2.0","333.33"
"3","1967","14","Chhattisgarh","Raipur","9.0","4.0","444.44"
"3","1968","14","Chhattisgarh","Raipur","9.5","4.0","421.05"
"3","1969","14","Chhattisgarh","Raipur","7.6","3.4","447.37"
"3","1970","14","Chhattisgarh","Raipur","7.9","4.8","607.59"
"3","1971","14","Chhattisgarh","Raipur","7.9","4.9","620.25"
"3","1972","14","Chhattisgarh","Raipur","11.4","5.7","500.0"
"3","1973","14","Chhattisgarh","Raipur","13.3","7.6","571.43"
"3","1974","14","Chhattisgarh","Raipur","13.5","7.6","562.96"
"3","1975","14","Chhattisgarh","Raipur","27.4","12.2","445.26"
"3","1976","14","Chhattisgarh","Raipur","21.2","8.4","396.23"
"3","1977","14","Chhattisgarh","Raipur","27.6","17.9","648.55"
"3","1978","14","Chhattisgarh","Raipur","20.0","20.5","1025.0"
"3","1979","14","Chhattisgarh","Raipur","14.0","10.0","714.29"
"3","1980","14","Chhattisgarh","Raipur","16.7","19.2","1149.7"
"3","1981","14","Chhattisgarh","Raipur","17.1","17.2","1005.85"
"3","1982","14","Chhattisgarh","Raipur","16.0","17.4","1087.5"
"3","1983","14","Chhattisgarh","Raipur","16.7","10.7","640.72"
"3","1984","14","Chhattisgarh","Raipur","16.4","11.9","725.61"
"3","1985","14","Chhattisgarh","Raipur","17.6","12.3","698.86"
"3","1986","14","Chhattisgarh","Raipur","18.0","20.0","1111.11"
"3","1987","14","Chhattisgarh","Raipur","17.0","16.0","941.18"
"3","1988","14","Chhattisgarh","Raipur","19.5","13.7","702.56"
"3","1989","14","Chhattisgarh","Raipur","16.4","13.1","798.78"
"3","1990","14","Chhattisgarh","Raipur","17.0","18.9","1111.76"
"3","1991","14","Chhattisgarh","Raipur","15.1","13.7","907.28"
"3","1992","14","Chhattisgarh","Raipur","16.7","16.5","988.02"
"3","1993","14","Chhattisgarh","Raipur","18.9","21.8","1153.44"
"3","1994","14","Chhattisgarh","Raipur","18.4","22.4","1217.39"
"3","1995","14","Chhattisgarh","Raipur","15.9","19.5","1226.42"
"3","1996","14","Chhattisgarh","Raipur","14.2","16.7","1176.06"
"3","1997","14","Chhattisgarh","Raipur","13.5","13.2","977.78"
"3","1998","14","Chhattisgarh","Raipur","17.8","17.9","1005.62"
"3","1999","14","Chhattisgarh","Raipur","0.0","0.0","0.0"
"3","2000","14","Chhattisgarh","Raipur","8.11","10.6","1307.03"
"3","2001","14","Chhattisgarh","Raipur","15.61","19.63","1257.53"
"3","2002","14","Chhattisgarh","Raipur","13.19","16.9","1281.27"
"3","2003","14","Chhattisgarh","Raipur","16.45","20.28","1232.83"
"3","2004","14","Chhattisgarh","Raipur","14.32","14.85","1037.01"
"3","2005","14","Chhattisgarh","Raipur","14.32","14.85","1037.01"
"3","2006","14","Chhattisgarh","Raipur","13.09","12.16","928.95"
"3","2007","14","Chhattisgarh","Raipur","11.42","13.08","1145.36"
"3","2008","14","Chhattisgarh","Raipur","10.82","11.04","1020.33"
"3","2009","14","Chhattisgarh","Raipur","12.67","18.01","1421.47"
"3","2010","14","Chhattisgarh","Raipur","11.3","15.2","1345.13"
"3","2011","14","Chhattisgarh","Raipur","10.54","17.89","1697.34"
"3","2012","14","Chhattisgarh","Raipur","9.76","17.75","1818.65"
"3","2013","14","Chhattisgarh","Raipur","9.21","15.86","1722.04"
"3","2014","14","Chhattisgarh","Raipur","10.38","21.24","2046.24"
"3","2015","14","Chhattisgarh","Raipur","10.99","19.3","1756.14"
"3","2016","14","Chhattisgarh","Raipur","8.8","17.95","2038.28"
"3","2017","14","Chhattisgarh","Raipur","14.56","23.66","1625.61"
"4","1966","14","Chhattisgarh","Bilaspur","18.0","9.0","500.0"
"4","1967","14","Chhattisgarh","Bilaspur","19.0","10.0","526.32"
"4","1968","14","Chhattisgarh","Bilaspur","19.9","12.0","603.02"
"4","1969","14","Chhattisgarh","Bilaspur","18.8","11.4","606.38"
"4","1970","14","Chhattisgarh","Bilaspur","18.7","14.5","775.4"
"4","1971","14","Chhattisgarh","Bilaspur","22.6","14.8","654.87"
"4","1972","14","Chhattisgarh","Bilaspur","28.0","17.5","625.0"
"4","1973","14","Chhattisgarh","Bilaspur","31.6","18.0","569.62"
"4","1974","14","Chhattisgarh","Bilaspur","25.9","18.1","698.84"
"4","1975","14","Chhattisgarh","Bilaspur","38.1","22.1","580.05"
"4","1976","14","Chhattisgarh","Bilaspur","24.4","10.2","418.03"
"4","1977","14","Chhattisgarh","Bilaspur","31.9","18.0","564.26"
"4","1978","14","Chhattisgarh","Bilaspur","26.4","19.1","723.48"
"4","1979","14","Chhattisgarh","Bilaspur","12.7","6.0","472.44"
"4","1980","14","Chhattisgarh","Bilaspur","26.2","23.2","885.5"
"4","1981","14","Chhattisgarh","Bilaspur","23.2","18.0","775.86"
"4","1982","14","Chhattisgarh","Bilaspur","19.4","14.3","737.11"
"4","1983","14","Chhattisgarh","Bilaspur","21.8","15.0","688.07"
"4","1984","14","Chhattisgarh","Bilaspur","16.7","7.8","467.07"
"4","1985","14","Chhattisgarh","Bilaspur","20.7","16.8","811.59"
"4","1986","14","Chhattisgarh","Bilaspur","22.0","18.0","818.18"
"4","1987","14","Chhattisgarh","Bilaspur","24.4","17.5","717.21"
"4","1988","14","Chhattisgarh","Bilaspur","24.7","16.2","655.87"
"4","1989","14","Chhattisgarh","Bilaspur","17.4","11.5","660.92"
"4","1990","14","Chhattisgarh","Bilaspur","18.7","16.3","871.66"
"4","1991","14","Chhattisgarh","Bilaspur","17.0","13.6","800.0"
"4","1992","14","Chhattisgarh","Bilaspur","16.8","16.3","970.24"
"4","1993","14","Chhattisgarh","Bilaspur","20.6","19.9","966.02"
"4","1994","14","Chhattisgarh","Bilaspur","18.8","19.9","1058.51"
"4","1995","14","Chhattisgarh","Bilaspur","16.8","17.1","1017.86"
"4","1996","14","Chhattisgarh","Bilaspur","15.3","16.0","1045.75"
"4","1997","14","Chhattisgarh","Bilaspur","13.5","6.3","466.67"
"4","1998","14","Chhattisgarh","Bilaspur","14.74","12.46","845.32"
"4","1999","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0"
"4","2000","14","Chhattisgarh","Bilaspur","12.59","4.2","333.81"
"4","2001","14","Chhattisgarh","Bilaspur","17.63","18.92","1072.87"
"4","2002","14","Chhattisgarh","Bilaspur","17.57","18.76","1068.02"
"4","2003","14","Chhattisgarh","Bilaspur","20.06","20.61","1027.09"
"4","2004","14","Chhattisgarh","Bilaspur","18.88","15.8","837.0"
"4","2005","14","Chhattisgarh","Bilaspur","18.88","15.8","837.0"
"4","2006","14","Chhattisgarh","Bilaspur","17.57","15.69","893.02"
"4","2007","14","Chhattisgarh","Bilaspur","17.38","19.05","1096.53"
"4","2008","14","Chhattisgarh","Bilaspur","17.54","18.05","1029.04"
"4","2009","14","Chhattisgarh","Bilaspur","24.25","28.14","1160.63"
"4","2010","14","Chhattisgarh","Bilaspur","24.88","30.13","1210.79"
"4","2011","14","Chhattisgarh","Bilaspur","19.08","26.28","1377.75"
"4","2012","14","Chhattisgarh","Bilaspur","18.7","27.31","1460.32"
"4","2013","14","Chhattisgarh","Bilaspur","19.88","26.97","1356.73"
"4","2014","14","Chhattisgarh","Bilaspur","18.11","28.15","1554.83"
"4","2015","14","Chhattisgarh","Bilaspur","17.82","27.03","1516.74"
"4","2016","14","Chhattisgarh","Bilaspur","16.2","25.1","1549.23"
"4","2017","14","Chhattisgarh","Bilaspur","15.8","21.72","1374.7"
"5","1966","14","Chhattisgarh","Raigarh","1.0","1.0","1000.0"
"5","1967","14","Chhattisgarh","Raigarh","1.0","1.0","1000.0"
"5","1968","14","Chhattisgarh","Raigarh","1.5","1.0","666.67"
"5","1969","14","Chhattisgarh","Raigarh","1.5","0.9","600.0"
"5","1970","14","Chhattisgarh","Raigarh","1.3","1.0","769.23"
"5","1971","14","Chhattisgarh","Raigarh","1.8","1.2","666.67"
"5","1972","14","Chhattisgarh","Raigarh","4.4","3.1","704.55"
"5","1973","14","Chhattisgarh","Raigarh","5.0","3.5","700.0"
"5","1974","14","Chhattisgarh","Raigarh","5.0","3.8","760.0"
"5","1975","14","Chhattisgarh","Raigarh","5.4","3.5","648.15"
"5","1976","14","Chhattisgarh","Raigarh","4.2","2.8","666.67"
"5","1977","14","Chhattisgarh","Raigarh","6.2","4.2","677.42"
"5","1978","14","Chhattisgarh","Raigarh","5.5","7.0","1272.73"
"5","1979","14","Chhattisgarh","Raigarh","3.3","2.3","696.97"
"5","1980","14","Chhattisgarh","Raigarh","4.5","5.4","1200.0"
"5","1981","14","Chhattisgarh","Raigarh","4.8","5.6","1166.67"
"5","1982","14","Chhattisgarh","Raigarh","4.7","6.0","1276.6"
"5","1983","14","Chhattisgarh","Raigarh","3.9","3.2","820.51"
"5","1984","14","Chhattisgarh","Raigarh","3.0","2.9","966.67"
"5","1985","14","Chhattisgarh","Raigarh","3.1","3.2","1032.26"
"5","1986","14","Chhattisgarh","Raigarh","3.0","4.0","1333.33"
"5","1987","14","Chhattisgarh","Raigarh","3.0","4.0","1333.33"
"5","1988","14","Chhattisgarh","Raigarh","2.8","3.8","1357.14"
"5","1989","14","Chhattisgarh","Raigarh","2.5","3.3","1320.0"
"5","1990","14","Chhattisgarh","Raigarh","2.3","3.2","1391.3"
"5","1991","14","Chhattisgarh","Raigarh","2.1","2.6","1238.1"
"5","1992","14","Chhattisgarh","Raigarh","1.9","2.4","1263.16"
"5","1993","14","Chhattisgarh","Raigarh","2.2","3.1","1409.09"
"5","1994","14","Chhattisgarh","Raigarh","2.2","3.2","1454.55"
"5","1995","14","Chhattisgarh","Raigarh","2.4","3.7","1541.67"
"5","1996","14","Chhattisgarh","Raigarh","3.6","5.7","1583.33"
"5","1997","14","Chhattisgarh","Raigarh","2.2","2.9","1318.18"
"5","1998","14","Chhattisgarh","Raigarh","3.3","4.7","1424.24"
"5","1999","14","Chhattisgarh","Raigarh","0.0","0.0","0.0"
"5","2000","14","Chhattisgarh","Raigarh","2.1","3.04","1447.62"
"5","2001","14","Chhattisgarh","Raigarh","2.79","3.77","1351.25"
"5","2002","14","Chhattisgarh","Raigarh","3.07","4.38","1426.71"
"5","2003","14","Chhattisgarh","Raigarh","3.85","5.08","1319.48"
"5","2004","14","Chhattisgarh","Raigarh","3.33","3.86","1159.16"
"5","2005","14","Chhattisgarh","Raigarh","3.33","3.86","1159.16"
"5","2006","14","Chhattisgarh","Raigarh","3.31","3.74","1129.91"
"5","2007","14","Chhattisgarh","Raigarh","3.17","4.65","1466.88"
"5","2008","14","Chhattisgarh","Raigarh","3.51","4.86","1384.62"
"5","2009","14","Chhattisgarh","Raigarh","3.72","4.87","1309.14"
"5","2010","14","Chhattisgarh","Raigarh","3.4","5.5","1617.65"
"5","2011","14","Chhattisgarh","Raigarh","3.63","6.27","1727.27"
"5","2012","14","Chhattisgarh","Raigarh","3.44","6.08","1767.44"
"5","2013","14","Chhattisgarh","Raigarh","6.67","11.5","1724.14"
"5","2014","14","Chhattisgarh","Raigarh","3.62","7.5","2071.82"
"5","2015","14","Chhattisgarh","Raigarh","3.56","6.15","1727.53"
"5","2016","14","Chhattisgarh","Raigarh","3.87","7.12","1840.7"
"5","2017","14","Chhattisgarh","Raigarh","3.91","6.76","1728.83"
"6","1966","14","Chhattisgarh","Surguja","2.0","1.0","500.0"
"6","1967","14","Chhattisgarh","Surguja","7.0","4.0","571.43"
"6","1968","14","Chhattisgarh","Surguja","5.9","3.0","508.47"
"6","1969","14","Chhattisgarh","Surguja","6.5","4.2","646.15"
"6","1970","14","Chhattisgarh","Surguja","6.9","5.0","724.64"
"6","1971","14","Chhattisgarh","Surguja","7.9","4.4","556.96"
"6","1972","14","Chhattisgarh","Surguja","10.1","6.2","613.86"
"6","1973","14","Chhattisgarh","Surguja","13.2","7.7","583.33"
"6","1974","14","Chhattisgarh","Surguja","12.9","8.1","627.91"
"6","1975","14","Chhattisgarh","Surguja","14.5","8.8","606.9"
"6","1976","14","Chhattisgarh","Surguja","10.9","6.2","568.81"
"6","1977","14","Chhattisgarh","Surguja","15.2","8.4","552.63"
"6","1978","14","Chhattisgarh","Surguja","16.0","15.3","956.25"
"6","1979","14","Chhattisgarh","Surguja","9.7","5.3","546.39"
"6","1980","14","Chhattisgarh","Surguja","13.5","13.5","1000.0"
"6","1981","14","Chhattisgarh","Surguja","12.0","11.7","975.0"
"6","1982","14","Chhattisgarh","Surguja","12.1","12.4","1024.79"
"6","1983","14","Chhattisgarh","Surguja","10.4","6.8","653.85"
"6","1984","14","Chhattisgarh","Surguja","16.9","13.3","786.98"
"6","1985","14","Chhattisgarh","Surguja","18.3","15.2","830.6"
"6","1986","14","Chhattisgarh","Surguja","21.0","24.0","1142.86"
"6","1987","14","Chhattisgarh","Surguja","24.0","23.0","958.33"
"6","1988","14","Chhattisgarh","Surguja","18.8","19.5","1037.23"
"6","1989","14","Chhattisgarh","Surguja","18.8","22.0","1170.21"
"6","1990","14","Chhattisgarh","Surguja","20.4","25.3","1240.2"
"6","1991","14","Chhattisgarh","Surguja","18.2","18.0","989.01"
"6","1992","14","Chhattisgarh","Surguja","12.9","13.0","1007.75"
"6","1993","14","Chhattisgarh","Surguja","17.4","20.7","1189.66"
"6","1994","14","Chhattisgarh","Surguja","20.1","25.8","1283.58"
"6","1995","14","Chhattisgarh","Surguja","20.8","26.8","1288.46"
"6","1996","14","Chhattisgarh","Surguja","21.2","27.7","1306.6"
"6","1997","14","Chhattisgarh","Surguja","21.2","23.1","1089.62"
"6","1998","14","Chhattisgarh","Surguja","21.7","26.3","1211.98"
"6","1999","14","Chhattisgarh","Surguja","0.0","0.0","0.0"
"6","2000","14","Chhattisgarh","Surguja","23.47","33.31","1419.26"
"6","2001","14","Chhattisgarh","Surguja","25.0","33.18","1327.2"
"6","2002","14","Chhattisgarh","Surguja","23.69","29.71","1254.12"
"6","2003","14","Chhattisgarh","Surguja","25.36","29.24","1153.0"
"6","2004","14","Chhattisgarh","Surguja","24.13","24.32","1007.87"
"6","2005","14","Chhattisgarh","Surguja","24.13","24.32","1007.87"
"6","2006","14","Chhattisgarh","Surguja","24.39","23.79","975.4"
"6","2007","14","Chhattisgarh","Surguja","24.07","30.09","1250.1"
"6","2008","14","Chhattisgarh","Surguja","24.81","29.68","1196.29"
"6","2009","14","Chhattisgarh","Surguja","24.47","26.84","1096.85"
"6","2010","14","Chhattisgarh","Surguja","23.98","27.45","1144.7"
"6","2011","14","Chhattisgarh","Surguja","25.29","32.02","1266.11"
"6","2012","14","Chhattisgarh","Surguja","25.21","41.92","1662.83"
"6","2013","14","Chhattisgarh","Surguja","26.77","41.33","1543.89"
"6","2014","14","Chhattisgarh","Surguja","26.02","43.61","1676.02"
"6","2015","14","Chhattisgarh","Surguja","23.87","33.51","1403.85"
"6","2016","14","Chhattisgarh","Surguja","23.63","37.56","1589.23"
"6","2017","14","Chhattisgarh","Surguja","23.18","37.09","1599.85"
"7","1966","6","Madhya Pradesh","Jabalpur","84.0","39.0","464.29"
"7","1967","6","Madhya Pradesh","Jabalpur","133.0","71.0","533.83"
"7","1968","6","Madhya Pradesh","Jabalpur","128.8","64.0","496.89"
"7","1969","6","Madhya Pradesh","Jabalpur","141.7","76.6","540.58"
"7","1970","6","Madhya Pradesh","Jabalpur","150.2","100.3","667.78"
"7","1971","6","Madhya Pradesh","Jabalpur","164.3","103.1","627.51"
"7","1972","6","Madhya Pradesh","Jabalpur","160.4","94.0","586.03"
"7","1973","6","Madhya Pradesh","Jabalpur","152.9","116.4","761.28"
"7","1974","6","Madhya Pradesh","Jabalpur","128.0","67.6","528.13"
"7","1975","6","Madhya Pradesh","Jabalpur","159.2","124.7","783.29"
"7","1976","6","Madhya Pradesh","Jabalpur","139.9","61.2","437.46"
"7","1977","6","Madhya Pradesh","Jabalpur","168.0","97.1","577.98"
"7","1978","6","Madhya Pradesh","Jabalpur","180.8","124.3","687.5"
"7","1979","6","Madhya Pradesh","Jabalpur","123.2","45.6","370.13"
"7","1980","6","Madhya Pradesh","Jabalpur","184.7","144.7","783.43"
"7","1981","6","Madhya Pradesh","Jabalpur","146.2","75.0","513.0"
"7","1982","6","Madhya Pradesh","Jabalpur","139.5","99.6","713.98"
"7","1983","6","Madhya Pradesh","Jabalpur","165.2","181.4","1098.06"
"7","1984","6","Madhya Pradesh","Jabalpur","159.5","125.1","784.33"
"7","1985","6","Madhya Pradesh","Jabalpur","183.4","129.2","704.47"
"7","1986","6","Madhya Pradesh","Jabalpur","121.0","80.0","661.16"
"7","1987","6","Madhya Pradesh","Jabalpur","156.0","146.0","935.9"
"7","1988","6","Madhya Pradesh","Jabalpur","154.8","161.5","1043.28"
"7","1989","6","Madhya Pradesh","Jabalpur","127.4","113.8","893.25"
"7","1990","6","Madhya Pradesh","Jabalpur","166.3","167.9","1009.62"
"7","1991","6","Madhya Pradesh","Jabalpur","143.5","134.0","933.8"
"7","1992","6","Madhya Pradesh","Jabalpur","161.2","194.9","1209.06"
"7","1993","6","Madhya Pradesh","Jabalpur","170.7","200.4","1173.99"
"7","1994","6","Madhya Pradesh","Jabalpur","165.6","215.5","1301.33"
"7","1995","6","Madhya Pradesh","Jabalpur","149.3","182.0","1219.02"
"7","1996","6","Madhya Pradesh","Jabalpur","144.2","166.5","1154.65"
"7","1997","6","Madhya Pradesh","Jabalpur","185.8","169.1","910.12"
"7","1998","6","Madhya Pradesh","Jabalpur","186.34","136.5","732.53"
"7","1999","6","Madhya Pradesh","Jabalpur","188.5","253.4","1344.3"
"7","2000","6","Madhya Pradesh","Jabalpur","154.3","195.9","1269.6"
"7","2001","6","Madhya Pradesh","Jabalpur","159.1","220.5","1385.92"
"7","2002","6","Madhya Pradesh","Jabalpur","148.9","170.0","1141.71"
"7","2003","6","Madhya Pradesh","Jabalpur","157.2","241.2","1534.35"
"7","2004","6","Madhya Pradesh","Jabalpur","156.45","231.69","1480.92"
"7","2005","6","Madhya Pradesh","Jabalpur","156.55","255.66","1633.09"
"7","2006","6","Madhya Pradesh","Jabalpur","144.1","226.35","1570.78"
"7","2007","6","Madhya Pradesh","Jabalpur","130.4","166.2","1274.54"
"7","2008","6","Madhya Pradesh","Jabalpur","157.7","245.8","1558.66"
"7","2009","6","Madhya Pradesh","Jabalpur","162.0","229.4","1416.05"
"7","2010","6","Madhya Pradesh","Jabalpur","162.7","339.5","2086.66"
"7","2011","6","Madhya Pradesh","Jabalpur","166.0","381.6","2298.8"
"7","2012","6","Madhya Pradesh","Jabalpur","201.13","559.1","2779.79"
"7","2013","6","Madhya Pradesh","Jabalpur","218.66","546.79","2500.64"
"7","2014","6","Madhya Pradesh","Jabalpur","227.0","598.0","2634.36"
"7","2015","6","Madhya Pradesh","Jabalpur","202.0","623.0","3084.16"
"7","2016","6","Madhya Pradesh","Jabalpur","237.0","827.0","3489.45"
"7","2017","6","Madhya Pradesh","Jabalpur","300.7","1037.13","3449.05"
"8","1966","6","Madhya Pradesh","Balaghat","15.0","5.0","333.33"
"8","1967","6","Madhya Pradesh","Balaghat","16.0","3.0","187.5"
"8","1968","6","Madhya Pradesh","Balaghat","14.5","6.0","413.79"
"8","1969","6","Madhya Pradesh","Balaghat","14.7","4.5","306.12"
"8","1970","6","Madhya Pradesh","Balaghat","14.5","6.8","468.97"
"8","1971","6","Madhya Pradesh","Balaghat","14.9","5.6","375.84"
"8","1972","6","Madhya Pradesh","Balaghat","14.9","5.0","335.57"
"8","1973","6","Madhya Pradesh","Balaghat","17.2","6.6","383.72"
"8","1974","6","Madhya Pradesh","Balaghat","18.1","7.5","414.36"
"8","1975","6","Madhya Pradesh","Balaghat","25.0","10.1","404.0"
"8","1976","6","Madhya Pradesh","Balaghat","19.7","5.5","279.19"
"8","1977","6","Madhya Pradesh","Balaghat","21.2","8.5","400.94"
"8","1978","6","Madhya Pradesh","Balaghat","21.6","10.1","467.59"
"8","1979","6","Madhya Pradesh","Balaghat","12.8","5.2","406.25"
"8","1980","6","Madhya Pradesh","Balaghat","18.0","14.7","816.67"
"8","1981","6","Madhya Pradesh","Balaghat","19.0","15.7","826.32"
"8","1982","6","Madhya Pradesh","Balaghat","18.0","12.2","677.78"
"8","1983","6","Madhya Pradesh","Balaghat","20.2","7.2","356.44"
"8","1984","6","Madhya Pradesh","Balaghat","15.1","7.1","470.2"
